,Prices
2023-08-06,11.341935483870968
2023-08-07,11.332258064516129
2023-08-08,11.32258064516129
2023-08-09,11.312903225806451
2023-08-10,11.303225806451612
2023-08-11,11.293548387096774
2023-08-12,11.283870967741935
2023-08-13,11.274193548387096
2023-08-14,11.264516129032257
2023-08-15,11.254838709677419
2023-08-16,11.245161290322581
2023-08-17,11.235483870967743
2023-08-18,11.225806451612904
2023-08-19,11.216129032258065
2023-08-20,11.206451612903226
2023-08-21,11.196774193548388
2023-08-22,11.187096774193549
2023-08-23,11.17741935483871
2023-08-24,11.167741935483871
2023-08-25,11.158064516129032
2023-08-26,11.148387096774194
2023-08-27,11.138709677419355
2023-08-28,11.129032258064516
2023-08-29,11.119354838709677
2023-08-30,11.109677419354838
2023-08-31,11.1
2023-09-01,11.113333333333333
2023-09-02,11.126666666666667
2023-09-03,11.14
2023-09-04,11.153333333333332
2023-09-05,11.166666666666666
2023-09-06,11.18
2023-09-07,11.193333333333333
2023-09-08,11.206666666666667
2023-09-09,11.219999999999999
2023-09-10,11.233333333333333
2023-09-11,11.246666666666666
2023-09-12,11.26
2023-09-13,11.273333333333333
2023-09-14,11.286666666666667
2023-09-15,11.3
2023-09-16,11.313333333333333
2023-09-17,11.326666666666666
2023-09-18,11.34
2023-09-19,11.353333333333333
2023-09-20,11.366666666666667
2023-09-21,11.379999999999999
2023-09-22,11.393333333333333
2023-09-23,11.406666666666666
2023-09-24,11.42
2023-09-25,11.433333333333334
2023-09-26,11.446666666666667
2023-09-27,11.46
2023-09-28,11.473333333333333
2023-09-29,11.486666666666666
2023-09-30,11.5
2023-10-01,11.509677419354839
2023-10-02,11.519354838709678
2023-10-03,11.529032258064516
2023-10-04,11.538709677419355
2023-10-05,11.548387096774194
2023-10-06,11.558064516129033
2023-10-07,11.567741935483872
2023-10-08,11.57741935483871
2023-10-09,11.587096774193549
2023-10-10,11.596774193548388
2023-10-11,11.606451612903227
2023-10-12,11.616129032258065
2023-10-13,11.625806451612904
2023-10-14,11.635483870967743
2023-10-15,11.645161290322582
2023-10-16,11.654838709677419
2023-10-17,11.664516129032258
2023-10-18,11.674193548387096
2023-10-19,11.683870967741935
2023-10-20,11.693548387096774
2023-10-21,11.703225806451613
2023-10-22,11.712903225806452
2023-10-23,11.72258064516129
2023-10-24,11.73225806451613
2023-10-25,11.741935483870968
2023-10-26,11.751612903225807
2023-10-27,11.761290322580646
2023-10-28,11.770967741935484
2023-10-29,11.780645161290323
2023-10-30,11.790322580645162
2023-10-31,11.8
2023-11-01,11.813333333333334
2023-11-02,11.826666666666668
2023-11-03,11.84
2023-11-04,11.853333333333333
2023-11-05,11.866666666666667
2023-11-06,11.88
2023-11-07,11.893333333333334
2023-11-08,11.906666666666666
2023-11-09,11.92
2023-11-10,11.933333333333334
2023-11-11,11.946666666666667
2023-11-12,11.96
2023-11-13,11.973333333333333
2023-11-14,11.986666666666666
2023-11-15,12.0
2023-11-16,12.013333333333334
2023-11-17,12.026666666666667
2023-11-18,12.04
2023-11-19,12.053333333333333
2023-11-20,12.066666666666666
2023-11-21,12.08
2023-11-22,12.093333333333334
2023-11-23,12.106666666666666
2023-11-24,12.12
2023-11-25,12.133333333333333
2023-11-26,12.146666666666667
2023-11-27,12.16
2023-11-28,12.173333333333332
2023-11-29,12.186666666666666
2023-11-30,12.2
2023-12-01,12.219354838709677
2023-12-02,12.238709677419354
2023-12-03,12.258064516129032
2023-12-04,12.27741935483871
2023-12-05,12.296774193548387
2023-12-06,12.316129032258065
2023-12-07,12.335483870967742
2023-12-08,12.354838709677418
2023-12-09,12.374193548387096
2023-12-10,12.393548387096773
2023-12-11,12.412903225806451
2023-12-12,12.432258064516128
2023-12-13,12.451612903225806
2023-12-14,12.470967741935484
2023-12-15,12.490322580645161
2023-12-16,12.509677419354839
2023-12-17,12.529032258064516
2023-12-18,12.548387096774194
2023-12-19,12.567741935483872
2023-12-20,12.587096774193549
2023-12-21,12.606451612903227
2023-12-22,12.625806451612904
2023-12-23,12.645161290322582
2023-12-24,12.664516129032258
2023-12-25,12.683870967741935
2023-12-26,12.703225806451613
2023-12-27,12.72258064516129
2023-12-28,12.741935483870968
2023-12-29,12.761290322580646
2023-12-30,12.780645161290323
2023-12-31,12.8
2024-01-01,12.793548387096775
2024-01-02,12.787096774193548
2024-01-03,12.780645161290323
2024-01-04,12.774193548387098
2024-01-05,12.76774193548387
2024-01-06,12.761290322580646
2024-01-07,12.75483870967742
2024-01-08,12.748387096774193
2024-01-09,12.741935483870968
2024-01-10,12.735483870967743
2024-01-11,12.729032258064516
2024-01-12,12.72258064516129
2024-01-13,12.716129032258065
2024-01-14,12.709677419354838
2024-01-15,12.703225806451613
2024-01-16,12.696774193548388
2024-01-17,12.690322580645162
2024-01-18,12.683870967741935
2024-01-19,12.67741935483871
2024-01-20,12.670967741935485
2024-01-21,12.664516129032258
2024-01-22,12.658064516129032
2024-01-23,12.651612903225807
2024-01-24,12.64516129032258
2024-01-25,12.638709677419355
2024-01-26,12.63225806451613
2024-01-27,12.625806451612902
2024-01-28,12.619354838709677
2024-01-29,12.612903225806452
2024-01-30,12.606451612903225
2024-01-31,12.6
2024-02-01,12.593103448275862
2024-02-02,12.586206896551724
2024-02-03,12.579310344827586
2024-02-04,12.572413793103449
2024-02-05,12.56551724137931
2024-02-06,12.558620689655172
2024-02-07,12.551724137931034
2024-02-08,12.544827586206896
2024-02-09,12.537931034482758
2024-02-10,12.53103448275862
2024-02-11,12.524137931034483
2024-02-12,12.517241379310345
2024-02-13,12.510344827586207
2024-02-14,12.50344827586207
2024-02-15,12.49655172413793
2024-02-16,12.489655172413793
2024-02-17,12.482758620689655
2024-02-18,12.475862068965517
2024-02-19,12.46896551724138
2024-02-20,12.462068965517242
2024-02-21,12.455172413793104
2024-02-22,12.448275862068966
2024-02-23,12.441379310344828
2024-02-24,12.43448275862069
2024-02-25,12.427586206896551
2024-02-26,12.420689655172414
2024-02-27,12.413793103448276
2024-02-28,12.406896551724138
2024-02-29,12.4
2024-03-01,12.40967741935484
2024-03-02,12.419354838709678
2024-03-03,12.429032258064517
2024-03-04,12.438709677419356
2024-03-05,12.448387096774194
2024-03-06,12.458064516129033
2024-03-07,12.467741935483872
2024-03-08,12.477419354838709
2024-03-09,12.487096774193548
2024-03-10,12.496774193548386
2024-03-11,12.506451612903225
2024-03-12,12.516129032258064
2024-03-13,12.525806451612903
2024-03-14,12.535483870967742
2024-03-15,12.54516129032258
2024-03-16,12.55483870967742
2024-03-17,12.564516129032258
2024-03-18,12.574193548387097
2024-03-19,12.583870967741936
2024-03-20,12.593548387096774
2024-03-21,12.603225806451613
2024-03-22,12.612903225806452
2024-03-23,12.62258064516129
2024-03-24,12.632258064516128
2024-03-25,12.641935483870967
2024-03-26,12.651612903225805
2024-03-27,12.661290322580644
2024-03-28,12.670967741935483
2024-03-29,12.680645161290322
2024-03-30,12.69032258064516
2024-03-31,12.7
2024-04-01,12.68
2024-04-02,12.66
2024-04-03,12.639999999999999
2024-04-04,12.62
2024-04-05,12.6
2024-04-06,12.58
2024-04-07,12.559999999999999
2024-04-08,12.54
2024-04-09,12.52
2024-04-10,12.5
2024-04-11,12.479999999999999
2024-04-12,12.459999999999999
2024-04-13,12.44
2024-04-14,12.42
2024-04-15,12.399999999999999
2024-04-16,12.379999999999999
2024-04-17,12.36
2024-04-18,12.34
2024-04-19,12.32
2024-04-20,12.299999999999999
2024-04-21,12.28
2024-04-22,12.26
2024-04-23,12.24
2024-04-24,12.219999999999999
2024-04-25,12.2
2024-04-26,12.18
2024-04-27,12.16
2024-04-28,12.14
2024-04-29,12.12
2024-04-30,12.1
2024-05-01,12.077419354838709
2024-05-02,12.05483870967742
2024-05-03,12.032258064516128
2024-05-04,12.009677419354839
2024-05-05,11.987096774193548
2024-05-06,11.964516129032258
2024-05-07,11.941935483870967
2024-05-08,11.919354838709678
2024-05-09,11.896774193548387
2024-05-10,11.874193548387098
2024-05-11,11.851612903225806
2024-05-12,11.829032258064515
2024-05-13,11.806451612903226
2024-05-14,11.783870967741935
2024-05-15,11.761290322580646
2024-05-16,11.738709677419354
2024-05-17,11.716129032258065
2024-05-18,11.693548387096774
2024-05-19,11.670967741935485
2024-05-20,11.648387096774194
2024-05-21,11.625806451612902
2024-05-22,11.603225806451613
2024-05-23,11.580645161290322
2024-05-24,11.558064516129033
2024-05-25,11.535483870967742
2024-05-26,11.512903225806452
2024-05-27,11.490322580645161
2024-05-28,11.467741935483872
2024-05-29,11.44516129032258
2024-05-30,11.422580645161291
2024-05-31,11.4
2024-06-01,11.403333333333334
2024-06-02,11.406666666666666
2024-06-03,11.41
2024-06-04,11.413333333333334
2024-06-05,11.416666666666668
2024-06-06,11.42
2024-06-07,11.423333333333334
2024-06-08,11.426666666666668
2024-06-09,11.43
2024-06-10,11.433333333333334
2024-06-11,11.436666666666667
2024-06-12,11.44
2024-06-13,11.443333333333333
2024-06-14,11.446666666666667
2024-06-15,11.45
2024-06-16,11.453333333333333
2024-06-17,11.456666666666667
2024-06-18,11.46
2024-06-19,11.463333333333333
2024-06-20,11.466666666666667
2024-06-21,11.47
2024-06-22,11.473333333333333
2024-06-23,11.476666666666667
2024-06-24,11.48
2024-06-25,11.483333333333334
2024-06-26,11.486666666666666
2024-06-27,11.49
2024-06-28,11.493333333333334
2024-06-29,11.496666666666666
2024-06-30,11.5
2024-07-01,11.503225806451614
2024-07-02,11.506451612903225
2024-07-03,11.509677419354839
2024-07-04,11.512903225806452
2024-07-05,11.516129032258064
2024-07-06,11.519354838709678
2024-07-07,11.522580645161291
2024-07-08,11.525806451612903
2024-07-09,11.529032258064516
2024-07-10,11.532258064516128
2024-07-11,11.535483870967742
2024-07-12,11.538709677419355
2024-07-13,11.541935483870967
2024-07-14,11.54516129032258
2024-07-15,11.548387096774194
2024-07-16,11.551612903225806
2024-07-17,11.55483870967742
2024-07-18,11.558064516129033
2024-07-19,11.561290322580644
2024-07-20,11.564516129032258
2024-07-21,11.567741935483872
2024-07-22,11.570967741935483
2024-07-23,11.574193548387097
2024-07-24,11.577419354838709
2024-07-25,11.580645161290322
2024-07-26,11.583870967741936
2024-07-27,11.587096774193547
2024-07-28,11.59032258064516
2024-07-29,11.593548387096774
2024-07-30,11.596774193548386
2024-07-31,11.6
2024-08-01,11.596774193548386
2024-08-02,11.593548387096774
2024-08-03,11.59032258064516
2024-08-04,11.587096774193547
2024-08-05,11.583870967741936
2024-08-06,11.580645161290322
2024-08-07,11.577419354838709
2024-08-08,11.574193548387097
2024-08-09,11.570967741935483
2024-08-10,11.567741935483872
2024-08-11,11.564516129032258
2024-08-12,11.561290322580644
2024-08-13,11.558064516129033
2024-08-14,11.55483870967742
2024-08-15,11.551612903225806
2024-08-16,11.548387096774194
2024-08-17,11.54516129032258
2024-08-18,11.541935483870967
2024-08-19,11.538709677419355
2024-08-20,11.535483870967742
2024-08-21,11.532258064516128
2024-08-22,11.529032258064516
2024-08-23,11.525806451612903
2024-08-24,11.522580645161291
2024-08-25,11.519354838709678
2024-08-26,11.516129032258064
2024-08-27,11.512903225806452
2024-08-28,11.509677419354839
2024-08-29,11.506451612903225
2024-08-30,11.503225806451614
2024-08-31,11.5
2024-09-01,11.51
2024-09-02,11.52
2024-09-03,11.53
2024-09-04,11.540000000000001
2024-09-05,11.55
2024-09-06,11.56
2024-09-07,11.57
2024-09-08,11.58
2024-09-09,11.59
2024-09-10,11.6
2024-09-11,11.61
2024-09-12,11.620000000000001
2024-09-13,11.63
2024-09-14,11.64
2024-09-15,11.65
2024-09-16,11.66
2024-09-17,11.67
2024-09-18,11.68
2024-09-19,11.690000000000001
2024-09-20,11.700000000000001
2024-09-21,11.71
2024-09-22,11.72
2024-09-23,11.73
2024-09-24,11.74
2024-09-25,11.75
2024-09-26,11.76
2024-09-27,11.770000000000001
2024-09-28,11.780000000000001
2024-09-29,11.790000000000001
2024-09-30,11.8
2024-10-01,10.893617021276595
2024-10-02,10.893617021276595
2024-10-03,10.893617021276595
2024-10-04,10.893617021276595
2024-10-05,10.893617021276595
2024-10-06,10.893617021276595
2024-10-07,10.893617021276595
2024-10-08,10.893617021276595
2024-10-09,10.893617021276595
2024-10-10,10.893617021276595
2024-10-11,10.893617021276595
2024-10-12,10.893617021276595
2024-10-13,10.893617021276595
2024-10-14,10.893617021276595
2024-10-15,10.893617021276595
2024-10-16,10.893617021276595
2024-10-17,10.893617021276595
2024-10-18,10.893617021276595
2024-10-19,10.893617021276595
2024-10-20,10.893617021276595
2024-10-21,10.893617021276595
2024-10-22,10.893617021276595
2024-10-23,10.893617021276595
2024-10-24,10.893617021276595
2024-10-25,10.893617021276595
2024-10-26,10.893617021276595
2024-10-27,10.893617021276595
2024-10-28,10.893617021276595
2024-10-29,10.893617021276595
2024-10-30,10.893617021276595
2024-10-31,10.893617021276595
2024-11-01,11.047083333333335
2024-11-02,11.047083333333335
2024-11-03,11.047083333333335
2024-11-04,11.047083333333335
2024-11-05,11.047083333333335
2024-11-06,11.047083333333335
2024-11-07,11.047083333333335
2024-11-08,11.047083333333335
2024-11-09,11.047083333333335
2024-11-10,11.047083333333335
2024-11-11,11.047083333333335
2024-11-12,11.047083333333335
2024-11-13,11.047083333333335
2024-11-14,11.047083333333335
2024-11-15,11.047083333333335
2024-11-16,11.047083333333335
2024-11-17,11.047083333333335
2024-11-18,11.047083333333335
2024-11-19,11.047083333333335
2024-11-20,11.047083333333335
2024-11-21,11.047083333333335
2024-11-22,11.047083333333335
2024-11-23,11.047083333333335
2024-11-24,11.047083333333335
2024-11-25,11.047083333333335
2024-11-26,11.047083333333335
2024-11-27,11.047083333333335
2024-11-28,11.047083333333335
2024-11-29,11.047083333333335
2024-11-30,11.047083333333335
2024-12-01,11.518548387096773
2024-12-02,11.518548387096773
2024-12-03,11.518548387096773
2024-12-04,11.518548387096773
2024-12-05,11.518548387096773
2024-12-06,11.518548387096773
2024-12-07,11.518548387096773
2024-12-08,11.518548387096773
2024-12-09,11.518548387096773
2024-12-10,11.518548387096773
2024-12-11,11.518548387096773
2024-12-12,11.518548387096773
2024-12-13,11.518548387096773
2024-12-14,11.518548387096773
2024-12-15,11.518548387096773
2024-12-16,11.518548387096773
2024-12-17,11.518548387096773
2024-12-18,11.518548387096773
2024-12-19,11.518548387096773
2024-12-20,11.518548387096773
2024-12-21,11.518548387096773
2024-12-22,11.518548387096773
2024-12-23,11.518548387096773
2024-12-24,11.518548387096773
2024-12-25,11.518548387096773
2024-12-26,11.518548387096773
2024-12-27,11.518548387096773
2024-12-28,11.518548387096773
2024-12-29,11.518548387096773
2024-12-30,11.518548387096773
2024-12-31,11.518548387096773
2025-01-01,11.738709677419354
2025-01-02,11.738709677419354
2025-01-03,11.738709677419354
2025-01-04,11.738709677419354
2025-01-05,11.738709677419354
2025-01-06,11.738709677419354
2025-01-07,11.738709677419354
2025-01-08,11.738709677419354
2025-01-09,11.738709677419354
2025-01-10,11.738709677419354
2025-01-11,11.738709677419354
2025-01-12,11.738709677419354
2025-01-13,11.738709677419354
2025-01-14,11.738709677419354
2025-01-15,11.738709677419354
2025-01-16,11.738709677419354
2025-01-17,11.738709677419354
2025-01-18,11.738709677419354
2025-01-19,11.738709677419354
2025-01-20,11.738709677419354
2025-01-21,11.738709677419354
2025-01-22,11.738709677419354
2025-01-23,11.738709677419354
2025-01-24,11.738709677419354
2025-01-25,11.738709677419354
2025-01-26,11.738709677419354
2025-01-27,11.738709677419354
2025-01-28,11.738709677419354
2025-01-29,11.738709677419354
2025-01-30,11.738709677419354
2025-01-31,11.738709677419354
2025-02-01,11.742920353982301
2025-02-02,11.742920353982301
2025-02-03,11.742920353982301
2025-02-04,11.742920353982301
2025-02-05,11.742920353982301
2025-02-06,11.742920353982301
2025-02-07,11.742920353982301
2025-02-08,11.742920353982301
2025-02-09,11.742920353982301
2025-02-10,11.742920353982301
2025-02-11,11.742920353982301
2025-02-12,11.742920353982301
2025-02-13,11.742920353982301
2025-02-14,11.742920353982301
2025-02-15,11.742920353982301
2025-02-16,11.742920353982301
2025-02-17,11.742920353982301
2025-02-18,11.742920353982301
2025-02-19,11.742920353982301
2025-02-20,11.742920353982301
2025-02-21,11.742920353982301
2025-02-22,11.742920353982301
2025-02-23,11.742920353982301
2025-02-24,11.742920353982301
2025-02-25,11.742920353982301
2025-02-26,11.742920353982301
2025-02-27,11.742920353982301
2025-02-28,11.742920353982301
2025-03-01,11.738709677419354
2025-03-02,11.738709677419354
2025-03-03,11.738709677419354
2025-03-04,11.738709677419354
2025-03-05,11.738709677419354
2025-03-06,11.738709677419354
2025-03-07,11.738709677419354
2025-03-08,11.738709677419354
2025-03-09,11.738709677419354
2025-03-10,11.738709677419354
2025-03-11,11.738709677419354
2025-03-12,11.738709677419354
2025-03-13,11.738709677419354
2025-03-14,11.738709677419354
2025-03-15,11.738709677419354
2025-03-16,11.738709677419354
2025-03-17,11.738709677419354
2025-03-18,11.738709677419354
2025-03-19,11.738709677419354
2025-03-20,11.738709677419354
2025-03-21,11.738709677419354
2025-03-22,11.738709677419354
2025-03-23,11.738709677419354
2025-03-24,11.738709677419354
2025-03-25,11.738709677419354
2025-03-26,11.738709677419354
2025-03-27,11.738709677419354
2025-03-28,11.738709677419354
2025-03-29,11.738709677419354
2025-03-30,11.738709677419354
2025-03-31,11.738709677419354
2025-04-01,11.465
2025-04-02,11.465
2025-04-03,11.465
2025-04-04,11.465
2025-04-05,11.465
2025-04-06,11.465
2025-04-07,11.465
2025-04-08,11.465
2025-04-09,11.465
2025-04-10,11.465
2025-04-11,11.465
2025-04-12,11.465
2025-04-13,11.465
2025-04-14,11.465
2025-04-15,11.465
2025-04-16,11.465
2025-04-17,11.465
2025-04-18,11.465
2025-04-19,11.465
2025-04-20,11.465
2025-04-21,11.465
2025-04-22,11.465
2025-04-23,11.465
2025-04-24,11.465
2025-04-25,11.465
2025-04-26,11.465
2025-04-27,11.465
2025-04-28,11.465
2025-04-29,11.465
2025-04-30,11.465
2025-05-01,10.973709677419356
2025-05-02,10.973709677419356
2025-05-03,10.973709677419356
2025-05-04,10.973709677419356
2025-05-05,10.973709677419356
2025-05-06,10.973709677419356
2025-05-07,10.973709677419356
2025-05-08,10.973709677419356
2025-05-09,10.973709677419356
2025-05-10,10.973709677419356
2025-05-11,10.973709677419356
2025-05-12,10.973709677419356
2025-05-13,10.973709677419356
2025-05-14,10.973709677419356
2025-05-15,10.973709677419356
2025-05-16,10.973709677419356
2025-05-17,10.973709677419356
2025-05-18,10.973709677419356
2025-05-19,10.973709677419356
2025-05-20,10.973709677419356
2025-05-21,10.973709677419356
2025-05-22,10.973709677419356
2025-05-23,10.973709677419356
2025-05-24,10.973709677419356
2025-05-25,10.973709677419356
2025-05-26,10.973709677419356
2025-05-27,10.973709677419356
2025-05-28,10.973709677419356
2025-05-29,10.973709677419356
2025-05-30,10.973709677419356
2025-05-31,10.973709677419356
2025-06-01,10.741083333333334
2025-06-02,10.741083333333334
2025-06-03,10.741083333333334
2025-06-04,10.741083333333334
2025-06-05,10.741083333333334
2025-06-06,10.741083333333334
2025-06-07,10.741083333333334
2025-06-08,10.741083333333334
2025-06-09,10.741083333333334
2025-06-10,10.741083333333334
2025-06-11,10.741083333333334
2025-06-12,10.741083333333334
2025-06-13,10.741083333333334
2025-06-14,10.741083333333334
2025-06-15,10.741083333333334
2025-06-16,10.741083333333334
2025-06-17,10.741083333333334
2025-06-18,10.741083333333334
2025-06-19,10.741083333333334
2025-06-20,10.741083333333334
2025-06-21,10.741083333333334
2025-06-22,10.741083333333334
2025-06-23,10.741083333333334
2025-06-24,10.741083333333334
2025-06-25,10.741083333333334
2025-06-26,10.741083333333334
2025-06-27,10.741083333333334
2025-06-28,10.741083333333334
2025-06-29,10.741083333333334
2025-06-30,10.741083333333334
2025-07-01,10.803225806451612
2025-07-02,10.803225806451612
2025-07-03,10.803225806451612
2025-07-04,10.803225806451612
2025-07-05,10.803225806451612
2025-07-06,10.803225806451612
2025-07-07,10.803225806451612
2025-07-08,10.803225806451612
2025-07-09,10.803225806451612
2025-07-10,10.803225806451612
2025-07-11,10.803225806451612
2025-07-12,10.803225806451612
2025-07-13,10.803225806451612
2025-07-14,10.803225806451612
2025-07-15,10.803225806451612
2025-07-16,10.803225806451612
2025-07-17,10.803225806451612
2025-07-18,10.803225806451612
2025-07-19,10.803225806451612
2025-07-20,10.803225806451612
2025-07-21,10.803225806451612
2025-07-22,10.803225806451612
2025-07-23,10.803225806451612
2025-07-24,10.803225806451612
2025-07-25,10.803225806451612
2025-07-26,10.803225806451612
2025-07-27,10.803225806451612
2025-07-28,10.803225806451612
2025-07-29,10.803225806451612
2025-07-30,10.803225806451612
2025-07-31,10.803225806451612
2025-08-01,10.861290322580645
2025-08-02,10.861290322580645
2025-08-03,10.861290322580645
2025-08-04,10.861290322580645
2025-08-05,10.861290322580645
2025-08-06,10.861290322580645
2025-08-07,10.861290322580645
2025-08-08,10.861290322580645
2025-08-09,10.861290322580645
2025-08-10,10.861290322580645
2025-08-11,10.861290322580645
2025-08-12,10.861290322580645
2025-08-13,10.861290322580645
2025-08-14,10.861290322580645
2025-08-15,10.861290322580645
2025-08-16,10.861290322580645
2025-08-17,10.861290322580645
2025-08-18,10.861290322580645
2025-08-19,10.861290322580645
2025-08-20,10.861290322580645
2025-08-21,10.861290322580645
2025-08-22,10.861290322580645
2025-08-23,10.861290322580645
2025-08-24,10.861290322580645
2025-08-25,10.861290322580645
2025-08-26,10.861290322580645
2025-08-27,10.861290322580645
2025-08-28,10.861290322580645
2025-08-29,10.861290322580645
2025-08-30,10.861290322580645
2025-08-31,10.861290322580645
2025-09-01,10.954166666666667
2025-09-02,10.954166666666667
2025-09-03,10.954166666666667
2025-09-04,10.954166666666667
2025-09-05,10.954166666666667
2025-09-06,10.954166666666667
2025-09-07,10.954166666666667
2025-09-08,10.954166666666667
2025-09-09,10.954166666666667
2025-09-10,10.954166666666667
2025-09-11,10.954166666666667
2025-09-12,10.954166666666667
2025-09-13,10.954166666666667
2025-09-14,10.954166666666667
2025-09-15,10.954166666666667
2025-09-16,10.954166666666667
2025-09-17,10.954166666666667
2025-09-18,10.954166666666667
2025-09-19,10.954166666666667
2025-09-20,10.954166666666667
2025-09-21,10.954166666666667
2025-09-22,10.954166666666667
2025-09-23,10.954166666666667
2025-09-24,10.954166666666667
2025-09-25,10.954166666666667
2025-09-26,10.954166666666667
2025-09-27,10.954166666666667
2025-09-28,10.954166666666667
2025-09-29,10.954166666666667
2025-09-30,10.954166666666667
